team,region,country,track,status,year,url
Aachen,Europe,Germany,Measurement,Accepted,2014,https://2014.igem.org/Team:Aachen/Description
Aachen,Europe,Germany,Manufacturing,Accepted,2015,https://2015.igem.org/Team:Aachen/Description
Aachen,Europe,Germany,New Application,Accepted,2016,https://2016.igem.org/Team:Aachen/Description
Aachen,Europe,Germany,Environment,Accepted,2017,https://2017.igem.org/Team:Aachen/Description
Aachen,Europe,Germany,Diagnostics,Accepted,2018,https://2018.igem.org/Team:Aachen/Description
Aachen,Europe,Germany,Environment,Accepted,2019,https://2019.igem.org/Team:Aachen/Description
Aalto-Helsinki,Europe,Finland,Entrepreneurship,Accepted,2014,https://2014.igem.org/Team:Aalto-Helsinki/Description
Aalto-Helsinki,Europe,Finland,Energy,Accepted,2015,https://2015.igem.org/Team:Aalto-Helsinki/Description
Aalto-Helsinki,Europe,Finland,Environment,Accepted,2016,https://2016.igem.org/Team:Aalto-Helsinki/Description
Aalto-Helsinki,Europe,Finland,Therapeutics,Accepted,2017,https://2017.igem.org/Team:Aalto-Helsinki/Description
Aalto-Helsinki,Europe,Finland,New Application,Accepted,2018,https://2018.igem.org/Team:Aalto-Helsinki/Description
Aalto-Helsinki,Europe,Finland,Manufacturing,Accepted,2019,https://2019.igem.org/Team:Aalto-Helsinki/Description
Aberdeen_Scotland,Europe,United Kingdom,New Application,Accepted,2009,https://2009.igem.org/Team:Aberdeen_Scotland/Description
Aberdeen_Scotland,Europe,United Kingdom,New Application,Accepted,2010,https://2010.igem.org/Team:Aberdeen_Scotland/Description
Aberdeen_Scotland,Europe,United Kingdom,Health & Medicine,Accepted,2014,https://2014.igem.org/Team:Aberdeen_Scotland/Description
Aboa,Europe,Finland,Diagnostics,Accepted,2019,https://2019.igem.org/Team:Aboa/Description
ACIBADEM_ISTANBUL,Asia,Turkey,Therapeutics,Accepted,2018,https://2018.igem.org/Team:ACIBADEM_ISTANBUL/Description
ACIBADEM_ISTANBUL,Asia,Turkey,High School,Accepted,2019,https://2019.igem.org/Team:ACIBADEM_ISTANBUL/Description
Acton-BoxboroughRHS,North America,United States,Food & Energy(P),Accepted,2014,https://2014.igem.org/Team:Acton-BoxboroughRHS/Description
AFCM-Egypt,Africa,Egypt,Therapeutics,Accepted,2017,https://2017.igem.org/Team:AFCM-Egypt/Description
AFCM-Egypt,Africa,Egypt,Therapeutics,Accepted,2018,https://2018.igem.org/Team:AFCM-Egypt/Description
AFCM-Egypt,Africa,Egypt,Therapeutics,Accepted,2019,https://2019.igem.org/Team:AFCM-Egypt/Description
Africa,Africa,,,Accepted,2006,https://2006.igem.org/Team:Africa/Description
AHUT_China,Asia,China,Environment,Accepted,2013,https://2013.igem.org/Team:AHUT_China/Description
AHUT_China,Asia,China,Information Processing,Accepted,2014,https://2014.igem.org/Team:AHUT_China/Description
AHUT_China,Asia,China,Food & Nutrition,Accepted,2015,https://2015.igem.org/Team:AHUT_China/Description
AHUT_China,Asia,China,Information Processing,Accepted,2016,https://2016.igem.org/Team:AHUT_China/Description
AHUT_China,Asia,United States,Information Processing,Accepted,2017,https://2017.igem.org/Team:AHUT_China/Description
AHUT_China,Asia,China,Environment,Accepted,2018,https://2018.igem.org/Team:AHUT_China/Description
AHUT_China,Asia,China,Environment,Accepted,2019,https://2019.igem.org/Team:AHUT_China/Description
Ain_Shams-Egypt,Africa,Egypt,Therapeutics,Accepted,2016,https://2016.igem.org/Team:Ain_Shams-Egypt/Description
AITM-Nepal,Asia,Nepal,Health & Medicine,Accepted,2013,https://2013.igem.org/Team:AITM-Nepal/Description
Aix-Marseille,Europe,France,Foundational Advance,Accepted,2014,https://2014.igem.org/Team:Aix-Marseille/Description
Aix-Marseille,Europe,France,Environment,Accepted,2015,https://2015.igem.org/Team:Aix-Marseille/Description
Aix-Marseille,Europe,France,Environment,Accepted,2016,https://2016.igem.org/Team:Aix-Marseille/Description
Aix-Marseille,Europe,France,Environment,Accepted,2017,https://2017.igem.org/Team:Aix-Marseille/Description
Aix-Marseille,Europe,France,Therapeutics,Accepted,2018,https://2018.igem.org/Team:Aix-Marseille/Description
Aix-Marseille,Europe,France,Diagnostics,Accepted,2019,https://2019.igem.org/Team:Aix-Marseille/Description
Alabama,North America,United States,Therapeutics,Accepted,2019,https://2019.igem.org/Team:Alabama/Description
Alberta,North America,Canada,Energy,Accepted,2007,https://2007.igem.org/Team:Alberta/Description
Alberta,North America,Canada,Foundational Advance,Accepted,2009,https://2009.igem.org/Team:Alberta/Description
Alberta,North America,Canada,Foundational Advance,Accepted,2010,https://2010.igem.org/Team:Alberta/Description
Alberta,North America,Canada,Food & Energy,Accepted,2011,https://2011.igem.org/Team:Alberta/Description
Alberta,North America,Canada,Foundational Advance,Accepted,2012,https://2012.igem.org/Team:Alberta/Description
Alberta,North America,Canada,Information Processing,Accepted,2013,https://2013.igem.org/Team:Alberta/Description
Alberta-North-RBI_E,North America,Canada,,Accepted,2012,https://2012.igem.org/Team:Alberta-North-RBI_E/Description
Alberta_NINT,North America,Canada,,Accepted,2008,https://2008.igem.org/Team:Alberta_NINT/Description
Alma,North America,United States,Therapeutics,Accepted,2019,https://2019.igem.org/Team:Alma/Description
Alverno_CA,North America,United States,High School,Accepted,2016,https://2016.igem.org/Team:Alverno_CA/Description
Amazonas-Brazil,Latin America,Brazil,Therapeutics,Accepted,2019,https://2019.igem.org/Team:Amazonas-Brazil/Description
Amazonas_Brazil,Latin America,Brazil,Foundational Advance,Accepted,2017,https://2017.igem.org/Team:Amazonas_Brazil/Description
Amoy,Asia,China,Foundational Advance,Accepted,2015,https://2015.igem.org/Team:Amoy/Description
Amplino,Europe,Netherlands,,Accepted,2012,https://2012.igem.org/Team:Amplino/Description
AMSA_WeColi,North America,United States,,Accepted,2014,https://2014.igem.org/Team:AMSA_WeColi/Description
Amsterdam,Europe,Netherlands,Foundational Advance,Accepted,2011,https://2011.igem.org/Team:Amsterdam/Description
Amsterdam,Europe,Netherlands,Foundational Advance,Accepted,2012,https://2012.igem.org/Team:Amsterdam/Description
Amsterdam,Europe,Netherlands,Energy,Accepted,2015,https://2015.igem.org/Team:Amsterdam/Description
Amsterdam,Europe,Netherlands,Manufacturing,Accepted,2017,https://2017.igem.org/Team:Amsterdam/Description
AMU-Poznan,Europe,Poland,Software Tools,Accepted,2013,https://2013.igem.org/Team:AMU-Poznan/Description
AMU-Poznan,Europe,Poland,Software,Accepted,2014,https://2014.igem.org/Team:AMU-Poznan/Description
AnatoliaGreece,Europe,Greece,Health & Medicine(P),Accepted,2013,https://2013.igem.org/Team:AnatoliaGreece/Description
Anatolia_Greece,Europe,Greece,Environment(P),Accepted,2014,https://2014.igem.org/Team:Anatolia_Greece/Description
ANU-Canberra,Asia,Australia,Foundational Advance,Accepted,2015,https://2015.igem.org/Team:ANU-Canberra/Description
AQA_Unesp,Latin America,Brazil,Therapeutics,Accepted,2017,https://2017.igem.org/Team:AQA_Unesp/Description
Arizona,North America,,,Accepted,2006,https://2006.igem.org/Team:Arizona/Description
Arizona_State,North America,United States,New Application,Accepted,2011,https://2011.igem.org/Team:Arizona_State/Description
Arizona_State,North America,United States,Health & Medicine,Accepted,2012,https://2012.igem.org/Team:Arizona_State/Description
Arizona_State,North America,United States,Health & Medicine,Accepted,2013,https://2013.igem.org/Team:Arizona_State/Description
Arizona_State,North America,United States,Energy,Accepted,2014,https://2014.igem.org/Team:Arizona_State/Description
Arizona_State,North America,United States,Foundational Advance,Accepted,2016,https://2016.igem.org/Team:Arizona_State/Description
Arizona_State,North America,United States,Foundational Advance,Accepted,2017,https://2017.igem.org/Team:Arizona_State/Description
Arizona_State_E,North America,United States,,Accepted,2012,https://2012.igem.org/Team:Arizona_State_E/Description
ArtCenter_MDP,North America,United States,Art & Design,Accepted,2014,https://2014.igem.org/Team:ArtCenter_MDP/Description
ArtScienceBangalore,Asia,India,New Application,Accepted,2009,https://2009.igem.org/Team:ArtScienceBangalore/Description
ArtScienceBangalore,Asia,India,New Application,Accepted,2010,https://2010.igem.org/Team:ArtScienceBangalore/Description
ArtScienceBangalore,Asia,India,Environment,Accepted,2011,https://2011.igem.org/Team:ArtScienceBangalore/Description
AshesiGhana,Africa,Ghana,Environment,Accepted,2017,https://2017.igem.org/Team:AshesiGhana/Description
ASIJ_Tokyo,Asia,Japan,High School,Accepted,2016,https://2016.igem.org/Team:ASIJ_Tokyo/Description
ASIJ_TOKYO,Asia,Japan,High School,Accepted,2017,https://2017.igem.org/Team:ASIJ_TOKYO/Description
ASIJ_Tokyo,Asia,Japan,High School,Accepted,2018,https://2018.igem.org/Team:ASIJ_Tokyo/Description
ASIJ_Tokyo,Asia,Japan,High School,Accepted,2019,https://2019.igem.org/Team:ASIJ_Tokyo/Description
ASTWS-China,Asia,China,High School,Accepted,2017,https://2017.igem.org/Team:ASTWS-China/Description
ASTWS-China,Asia,China,High School,Accepted,2018,https://2018.igem.org/Team:ASTWS-China/Description
ASTWS-China,Asia,China,High School,Accepted,2019,https://2019.igem.org/Team:ASTWS-China/Description
Athens,Europe,Greece,Diagnostics,Accepted,2018,https://2018.igem.org/Team:Athens/Description
Athens,Europe,Greece,New Application,Accepted,2019,https://2019.igem.org/Team:Athens/Description
ATOMS-Turkiye,Europe,Turkey,Health & Medicine,Accepted,2013,https://2013.igem.org/Team:ATOMS-Turkiye/Description
ATOMS-Turkiye,Europe,Turkey,Health & Medicine,Accepted,2014,https://2014.igem.org/Team:ATOMS-Turkiye/Description
ATOMS-Turkiye,Europe,Turkey,Health & Medicine,Accepted,2015,https://2015.igem.org/Team:ATOMS-Turkiye/Description
Auburn_Alabama,North America,United States,High School,Accepted,2019,https://2019.igem.org/Team:Auburn_Alabama/Description
Auckland_MOD,Asia,New Zealand,Environment,Accepted,2018,https://2018.igem.org/Team:Auckland_MOD/Description
Auckland_New_Zealand,Asia,New Zealand,Health & Medicine,Accepted,2014,https://2014.igem.org/Team:Auckland_New_Zealand/Description
AUC_Turkey,Europe,Turkey,,Accepted,2012,https://2012.igem.org/Team:AUC_Turkey/Description
AUC_TURKEY,Europe,Turkey,New Application(P),Accepted,2013,https://2013.igem.org/Team:AUC_TURKEY/Description
AUC_TURKEY,Europe,Turkey,Foundational Advance(P),Accepted,2014,https://2014.igem.org/Team:AUC_TURKEY/Description
AUC_TURKEY,Europe,Turkey,High School,Accepted,2015,https://2015.igem.org/Team:AUC_TURKEY/Description
Austin_LASA,North America,United States,High School,Accepted,2018,https://2018.igem.org/Team:Austin_LASA/Description
Austin_Texas,North America,United States,Food & Energy,Accepted,2012,https://2012.igem.org/Team:Austin_Texas/Description
Austin_Texas,North America,United States,Measurement,Accepted,2014,https://2014.igem.org/Team:Austin_Texas/Description
Austin_UTexas,North America,United States,Foundational Advance,Accepted,2015,https://2015.igem.org/Team:Austin_UTexas/Description
Austin_UTexas,North America,United States,New Application,Accepted,2016,https://2016.igem.org/Team:Austin_UTexas/Description
Austin_UTexas,North America,United States,Therapeutics,Accepted,2017,https://2017.igem.org/Team:Austin_UTexas/Description
Austin_UTexas,North America,United States,Foundational Advance,Accepted,2018,https://2018.igem.org/Team:Austin_UTexas/Description
Austin_UTexas,North America,United States,Foundational Advance,Accepted,2019,https://2019.igem.org/Team:Austin_UTexas/Description
Austin_UTexas_LASA,North America,United States,High School,Accepted,2017,https://2017.igem.org/Team:Austin_UTexas_LASA/Description
BABS_UNSW_Australia,Asia,Australia,New Application,Accepted,2015,https://2015.igem.org/Team:BABS_UNSW_Australia/Description
Baltimore,North America,United States,New Application,Accepted,2011,https://2011.igem.org/Team:Baltimore/Description
Baltimore_Bio-Crew,North America,United States,High School,Accepted,2017,https://2017.igem.org/Team:Baltimore_Bio-Crew/Description
Baltimore_BioCrew,North America,United States,High School,Accepted,2016,https://2016.igem.org/Team:Baltimore_BioCrew/Description
Baltimore_BioCrew,North America,United States,High School,Accepted,2018,https://2018.igem.org/Team:Baltimore_BioCrew/Description
Baltimore_BioCrew,North America,United States,High School,Accepted,2019,https://2019.igem.org/Team:Baltimore_BioCrew/Description
Baltimore_US,North America,United States,Manufacturing,Accepted,2010,https://2010.igem.org/Team:Baltimore_US/Description
Bangalore,Asia,India,Foundational Research,Accepted,2007,https://2007.igem.org/Team:Bangalore/Description
Bangalore,Asia,,,Accepted,2006,https://2006.igem.org/Team:Bangalore/Description
Bard-Annandale,North America,United States,Information Processing,Accepted,2011,https://2011.igem.org/Team:Bard-Annandale/Description
Baskent_Meds,Europe,Turkey,Health & Medicine,Accepted,2013,https://2013.igem.org/Team:Baskent_Meds/Description
BAU-Indonesia,Asia,Indonesia,Environment,Accepted,2012,https://2012.igem.org/Team:BAU-Indonesia/Description
Bay_Area_RSI,North America,Usa,Medical,Accepted,2007,https://2007.igem.org/Team:Bay_Area_RSI/Description
Bay_Area_RSI,North America,United States,,Accepted,2008,https://2008.igem.org/Team:Bay_Area_RSI/Description
BCCS-Bristol,Europe,United Kingdom,,Accepted,2008,https://2008.igem.org/Team:BCCS-Bristol/Description
BCCS-Bristol,Europe,United Kingdom,Foundational Advance,Accepted,2009,https://2009.igem.org/Team:BCCS-Bristol/Description
BCCS-Bristol,Europe,United Kingdom,Food & Energy,Accepted,2010,https://2010.igem.org/Team:BCCS-Bristol/Description
BCU,Asia,China,Environment,Accepted,2018,https://2018.igem.org/Team:BCU/Description
BEAS_China,Asia,China,High School,Accepted,2019,https://2019.igem.org/Team:BEAS_China/Description
Beijing_BHSF,Asia,China,New Application(P),Accepted,2013,https://2013.igem.org/Team:Beijing_BHSF/Description
Beijing_HDFLS_High,Asia,China,Environment(P),Accepted,2013,https://2013.igem.org/Team:Beijing_HDFLS_High/Description
Beijing_HDFLS_High,Asia,China,Health & Medicine(P),Accepted,2014,https://2014.igem.org/Team:Beijing_HDFLS_High/Description
Beijing_Normal,Asia,China,,Accepted,2008,https://2008.igem.org/Team:Beijing_Normal/Description
Berkeley,North America,United States,New Application,Accepted,2010,https://2010.igem.org/Team:Berkeley/Description
Berkeley,North America,,,Accepted,2006,https://2006.igem.org/Team:Berkeley/Description
Berkeley,North America,,,Accepted,2005,https://2005.igem.org/Team:Berkeley/Description
Berkeley,North America,United States,New Application,Accepted,2011,https://2011.igem.org/Team:Berkeley/Description
Berkeley,North America,United States,Information Processing,Accepted,2012,https://2012.igem.org/Team:Berkeley/Description
Berkeley,North America,United States,Manufacturing,Accepted,2013,https://2013.igem.org/Team:Berkeley/Description
Berkeley_LBL,North America,Usa,Energy,Accepted,2007,https://2007.igem.org/Team:Berkeley_LBL/Description
Berkeley_Software,North America,United States,Software Tools,Accepted,2009,https://2009.igem.org/Team:Berkeley_Software/Description
Berkeley_UC,North America,Usa,Medical,Accepted,2007,https://2007.igem.org/Team:Berkeley_UC/Description
Berkeley_Wetlab,North America,United States,Foundational Advance,Accepted,2009,https://2009.igem.org/Team:Berkeley_Wetlab/Description
Berlin,Europe,Germany,New Application,Accepted,2014,https://2014.igem.org/Team:Berlin/Description
Berlin,Europe,Germany,Environment,Accepted,2015,https://2015.igem.org/Team:Berlin/Description
Berlin_diagnostX,Europe,Germany,Diagnostics,Accepted,2017,https://2017.igem.org/Team:Berlin_diagnostX/Description
BFSUICC-China,Asia,China,High School,Accepted,2018,https://2018.igem.org/Team:BFSUICC-China/Description
BGIC-Global,Asia,China,High School,Accepted,2018,https://2018.igem.org/Team:BGIC-Global/Description
BGIC-Union,Asia,China,High School,Accepted,2017,https://2017.igem.org/Team:BGIC-Union/Description
BGIC_China,Asia,China,High School,Accepted,2016,https://2016.igem.org/Team:BGIC_China/Description
BGU_Israel,Europe,Israel,Environment,Accepted,2013,https://2013.igem.org/Team:BGU_Israel/Description
BGU_Israel,Europe,Israel,Health & Medicine,Accepted,2014,https://2014.igem.org/Team:BGU_Israel/Description
BGU_Israel,Asia,Israel,Health & Medicine,Accepted,2015,https://2015.igem.org/Team:BGU_Israel/Description
BGU_ISRAEL,Europe,Israel,Environment,Accepted,2016,https://2016.igem.org/Team:BGU_ISRAEL/Description
BGU_Israel,Europe,Israel,Therapeutics,Accepted,2018,https://2018.igem.org/Team:BGU_Israel/Description
BGU_Israel,Asia,Israel,New Application,Accepted,2019,https://2019.igem.org/Team:BGU_Israel/Description
BHSF-Beijing,Asia,China,Environment(P),Accepted,2014,https://2014.igem.org/Team:BHSF-Beijing/Description
BHSF_ND,Asia,China,High School,Accepted,2019,https://2019.igem.org/Team:BHSF_ND/Description
BHU_China,Asia,China,High School,Accepted,2016,https://2016.igem.org/Team:BHU_China/Description
Bielefeld-CeBiTec,Europe,Germany,Energy,Accepted,2014,https://2014.igem.org/Team:Bielefeld-CeBiTec/Description
Bielefeld-CeBiTec,Europe,Germany,Environment,Accepted,2015,https://2015.igem.org/Team:Bielefeld-CeBiTec/Description
Bielefeld-CeBiTec,Europe,Germany,Foundational Advance,Accepted,2016,https://2016.igem.org/Team:Bielefeld-CeBiTec/Description
Bielefeld-CeBiTec,Europe,Germany,Foundational Advance,Accepted,2017,https://2017.igem.org/Team:Bielefeld-CeBiTec/Description
Bielefeld-CeBiTec,Europe,Germany,Environment,Accepted,2018,https://2018.igem.org/Team:Bielefeld-CeBiTec/Description
Bielefeld-CeBiTec,Europe,Germany,Foundational Advance,Accepted,2019,https://2019.igem.org/Team:Bielefeld-CeBiTec/Description
Bielefeld-Germany,Europe,Germany,Food & Energy,Accepted,2010,https://2010.igem.org/Team:Bielefeld-Germany/Description
Bielefeld-Germany,Europe,Germany,Manufacturing,Accepted,2011,https://2011.igem.org/Team:Bielefeld-Germany/Description
Bielefeld-Germany,Europe,Germany,Environment,Accepted,2012,https://2012.igem.org/Team:Bielefeld-Germany/Description
Bielefeld-Germany,Europe,Germany,Food & Energy,Accepted,2013,https://2013.igem.org/Team:Bielefeld-Germany/Description
Bilkent-UNAMBG,Europe,Turkey,Diagnostics,Accepted,2016,https://2016.igem.org/Team:Bilkent-UNAMBG/Description
Bilkent-UNAMBG,Europe,Turkey,Diagnostics,Accepted,2017,https://2017.igem.org/Team:Bilkent-UNAMBG/Description
Bilkent-UNAMBG,Europe,Turkey,Environment,Accepted,2018,https://2018.igem.org/Team:Bilkent-UNAMBG/Description
Bilkent-UNAMBG,Europe,Turkey,Therapeutics,Accepted,2019,https://2019.igem.org/Team:Bilkent-UNAMBG/Description
Bilkent_UNAM_Turkey,Europe,Turkey,Environment,Accepted,2011,https://2011.igem.org/Team:Bilkent_UNAM_Turkey/Description
BioBricks,North America,United States,Foundational Advance,Accepted,2016,https://2016.igem.org/Team:BioBricks/Description
BioIQS-Barcelona,Europe,Spain,Diagnostics,Accepted,2018,https://2018.igem.org/Team:BioIQS-Barcelona/Description
BioMarvel,Asia,"Korea, Republic Of",High School,Accepted,2018,https://2018.igem.org/Team:BioMarvel/Description
Bioriidl_Somaiya,Asia,India,Foundational Advance,Accepted,2019,https://2019.igem.org/Team:Bioriidl_Somaiya/Description
BioscienceDragons_AZ,North America,United States,,Accepted,2012,https://2012.igem.org/Team:BioscienceDragons_AZ/Description
BioscienceDragons_AZ,North America,United States,Food & Energy(P),Accepted,2013,https://2013.igem.org/Team:BioscienceDragons_AZ/Description
BioScience_Dragons_AZ,North America,United States,,Accepted,2014,https://2014.igem.org/Team:BioScience_Dragons_AZ/Description
BIOSINT_Mexico,Latin America,Mexico,,Accepted,2012,https://2012.igem.org/Team:BIOSINT_Mexico/Description
BIOSINT_Mexico,Latin America,Mexico,Health & Medicine,Accepted,2013,https://2013.igem.org/Team:BIOSINT_Mexico/Description
BIOSINT_Mexico,Latin America,Mexico,Environment,Accepted,2014,https://2014.igem.org/Team:BIOSINT_Mexico/Description
BIOSINT_Mexico,Latin America,Mexico,Art & Design,Accepted,2015,https://2015.igem.org/Team:BIOSINT_Mexico/Description
BIOSINT_Mexico,Latin America,Mexico,Manufacturing,Accepted,2016,https://2016.igem.org/Team:BIOSINT_Mexico/Description
Biotech_HS,North America,United States,,Accepted,2014,https://2014.igem.org/Team:Biotech_HS/Description
BIOTEC_Dresden,Europe,Germany,Manufacturing,Accepted,2009,https://2009.igem.org/Team:BIOTEC_Dresden/Description
BIOTEC_Dresden,Europe,Germany,Health & Medicine,Accepted,2010,https://2010.igem.org/Team:BIOTEC_Dresden/Description
BioToga_NY,North America,United States,,Accepted,2012,https://2012.igem.org/Team:BioToga_NY/Description
Bio_Without_Borders,North America,United States,Diagnostics,Accepted,2018,https://2018.igem.org/Team:Bio_Without_Borders/Description
Bio_Without_Borders,North America,United States,High School,Accepted,2019,https://2019.igem.org/Team:Bio_Without_Borders/Description
Birkbeck,Europe,United Kingdom,Health & Medicine,Accepted,2015,https://2015.igem.org/Team:Birkbeck/Description
BIT,Asia,China,Food & Energy,Accepted,2013,https://2013.igem.org/Team:BIT/Description
BIT,Asia,China,Measurement,Accepted,2014,https://2014.igem.org/Team:BIT/Description
BIT,Asia,China,Health & Medicine,Accepted,2015,https://2015.igem.org/Team:BIT/Description
BIT,Asia,China,Diagnostics,Accepted,2016,https://2016.igem.org/Team:BIT/Description
BIT,Asia,China,Diagnostics,Accepted,2017,https://2017.igem.org/Team:BIT/Description
BIT,Asia,China,Diagnostics,Accepted,2018,https://2018.igem.org/Team:BIT/Description
BIT,Asia,China,Environment,Accepted,2019,https://2019.igem.org/Team:BIT/Description
BIT-China,Asia,China,New Application,Accepted,2013,https://2013.igem.org/Team:BIT-China/Description
BIT-China,Asia,China,New Application,Accepted,2014,https://2014.igem.org/Team:BIT-China/Description
BIT-China,Asia,China,New Application,Accepted,2015,https://2015.igem.org/Team:BIT-China/Description
BIT-China,Asia,China,New Application,Accepted,2016,https://2016.igem.org/Team:BIT-China/Description
BIT-China,Asia,China,Food & Nutrition,Accepted,2017,https://2017.igem.org/Team:BIT-China/Description
BIT-China,Asia,China,New Application,Accepted,2018,https://2018.igem.org/Team:BIT-China/Description
BIT-China,Asia,China,New Application,Accepted,2019,https://2019.igem.org/Team:BIT-China/Description
Biwako_Nagahama,Asia,Japan,Environment,Accepted,2013,https://2013.igem.org/Team:Biwako_Nagahama/Description
biYOLOgists,North America,United States,,Accepted,2014,https://2014.igem.org/Team:biYOLOgists/Description
BJHS_Madison_AL,North America,United States,,Accepted,2013,https://2013.igem.org/Team:BJHS_Madison_AL/Description
BJRS_China,Asia,China,High School,Accepted,2018,https://2018.igem.org/Team:BJRS_China/Description
BM-AMU,Asia,China,Foundational Advance,Accepted,2019,https://2019.igem.org/Team:BM-AMU/Description
BNDS_China,Asia,China,High School,Accepted,2016,https://2016.igem.org/Team:BNDS_China/Description
BNDS_China,Asia,China,High School,Accepted,2017,https://2017.igem.org/Team:BNDS_China/Description
BNDS_CHINA,Asia,China,High School,Accepted,2018,https://2018.igem.org/Team:BNDS_CHINA/Description
BNDS_China,Asia,China,High School,Accepted,2019,https://2019.igem.org/Team:BNDS_China/Description
BNU-China,Asia,China,Environment,Accepted,2014,https://2014.igem.org/Team:BNU-China/Description
BNU-CHINA,Asia,China,Environment,Accepted,2015,https://2015.igem.org/Team:BNU-CHINA/Description
BNU-China,Asia,China,Foundational Advance,Accepted,2016,https://2016.igem.org/Team:BNU-China/Description
BNU-China,Asia,China,Foundational Advance,Accepted,2017,https://2017.igem.org/Team:BNU-China/Description
BNU-China,Asia,China,Foundational Advance,Accepted,2018,https://2018.igem.org/Team:BNU-China/Description
BNU-China,Asia,China,Therapeutics,Accepted,2019,https://2019.igem.org/Team:BNU-China/Description
BOKU-Vienna,Europe,Austria,Foundational Advance,Accepted,2017,https://2017.igem.org/Team:BOKU-Vienna/Description
BOKU-Vienna,Europe,Austria,Information Processing,Accepted,2018,https://2018.igem.org/Team:BOKU-Vienna/Description
BOKU-Vienna,Europe,Austria,Diagnostics,Accepted,2019,https://2019.igem.org/Team:BOKU-Vienna/Description
Bologna,Europe,Italy,Foundational Research,Accepted,2007,https://2007.igem.org/Team:Bologna/Description
Bologna,Europe,Italy,,Accepted,2008,https://2008.igem.org/Team:Bologna/Description
Bologna,Europe,Italy,Foundational Advance,Accepted,2009,https://2009.igem.org/Team:Bologna/Description
Bonn,Europe,Germany,Foundational Advance,Accepted,2012,https://2012.igem.org/Team:Bonn/Description
Bonn,Europe,Germany,Foundational Advance,Accepted,2013,https://2013.igem.org/Team:Bonn/Description
Bonn,Europe,Germany,Energy,Accepted,2019,https://2019.igem.org/Team:Bonn/Description
Bordeaux,Europe,France,Foundational Advance,Accepted,2012,https://2012.igem.org/Team:Bordeaux/Description
Bordeaux,Europe,France,Food & Energy,Accepted,2013,https://2013.igem.org/Team:Bordeaux/Description
Bordeaux,Europe,France,Manufacturing,Accepted,2014,https://2014.igem.org/Team:Bordeaux/Description
Bordeaux,Europe,France,Environment,Accepted,2015,https://2015.igem.org/Team:Bordeaux/Description
Bordeaux,Europe,France,Therapeutics,Accepted,2016,https://2016.igem.org/Team:Bordeaux/Description
Bordeaux,Europe,France,Foundational Advance,Accepted,2017,https://2017.igem.org/Team:Bordeaux/Description
Bordeaux,Europe,France,Environment,Accepted,2018,https://2018.igem.org/Team:Bordeaux/Description
BostonU,North America,United States,Information Processing,Accepted,2012,https://2012.igem.org/Team:BostonU/Description
BostonU,North America,United States,Foundational Advance,Accepted,2013,https://2013.igem.org/Team:BostonU/Description
BostonU,North America,United States,Measurement,Accepted,2014,https://2014.igem.org/Team:BostonU/Description
BostonU,North America,United States,Foundational Advance,Accepted,2015,https://2015.igem.org/Team:BostonU/Description
BostonU,North America,United States,Foundational Advance,Accepted,2016,https://2016.igem.org/Team:BostonU/Description
BostonU,North America,United States,Foundational Advance,Accepted,2017,https://2017.igem.org/Team:BostonU/Description
BostonU,North America,United States,Foundational Advance,Accepted,2018,https://2018.igem.org/Team:BostonU/Description
BostonU_HW,North America,United States,Hardware,Accepted,2016,https://2016.igem.org/Team:BostonU_HW/Description
BostonU_HW,North America,United States,Hardware,Accepted,2017,https://2017.igem.org/Team:BostonU_HW/Description
BostonU_HW,North America,United States,Open,Accepted,2018,https://2018.igem.org/Team:BostonU_HW/Description
Boston_University,North America,United States,Energy,Accepted,2007,https://2007.igem.org/Team:Boston_University/Description
Botchan_Lab_Tokyo,Asia,Japan,Food & Nutrition,Accepted,2017,https://2017.igem.org/Team:Botchan_Lab_Tokyo/Description
Botchan_Lab_Tokyo,Asia,Japan,Food & Nutrition,Accepted,2018,https://2018.igem.org/Team:Botchan_Lab_Tokyo/Description
Botchan_Lab_Tokyo,Asia,Japan,Environment,Accepted,2019,https://2019.igem.org/Team:Botchan_Lab_Tokyo/Description
Brasil-SP,Latin America,Brazil,Health & Medicine,Accepted,2014,https://2014.igem.org/Team:Brasil-SP/Description
Brasil-USP,Latin America,Brazil,Environment,Accepted,2015,https://2015.igem.org/Team:Brasil-USP/Description
Braunschweig,Europe,Germany,New Application,Accepted,2013,https://2013.igem.org/Team:Braunschweig/Description
Braunschweig,Europe,Germany,Environment,Accepted,2014,https://2014.igem.org/Team:Braunschweig/Description
Bristol,Europe,United Kingdom,Environment,Accepted,2017,https://2017.igem.org/Team:Bristol/Description
British_Columbia,North America,Canada,Foundational Advance,Accepted,2009,https://2009.igem.org/Team:British_Columbia/Description
British_Columbia,North America,Canada,Foundational Advance,Accepted,2010,https://2010.igem.org/Team:British_Columbia/Description
British_Columbia,North America,Canada,Manufacturing,Accepted,2011,https://2011.igem.org/Team:British_Columbia/Description
British_Columbia,North America,Canada,Foundational Advance,Accepted,2012,https://2012.igem.org/Team:British_Columbia/Description
British_Columbia,North America,Canada,Food & Energy,Accepted,2013,https://2013.igem.org/Team:British_Columbia/Description
British_Columbia,North America,Canada,New Application,Accepted,2014,https://2014.igem.org/Team:British_Columbia/Description
British_Columbia,North America,Canada,Environment,Accepted,2015,https://2015.igem.org/Team:British_Columbia/Description
