team,region,country,track,status,year,url
UCAS-China,Asia,China,Open,Accepted,2018,https://2018.igem.org/Team:UCAS-China/Description
UCAS-China,Asia,China,Therapeutics,Accepted,2019,https://2019.igem.org/Team:UCAS-China/Description
UCC_Ireland,Europe,Ireland,Entrepreneurship,Accepted,2014,https://2014.igem.org/Team:UCC_Ireland/Description
UCC_Ireland,Europe,Ireland,Therapeutics,Accepted,2016,https://2016.igem.org/Team:UCC_Ireland/Description
UCC_Ireland,Europe,Ireland,Food & Nutrition,Accepted,2017,https://2017.igem.org/Team:UCC_Ireland/Description
UChicago,North America,United States,Environment,Accepted,2009,https://2009.igem.org/Team:UChicago/Description
UChicago,North America,United States,Environment,Accepted,2013,https://2013.igem.org/Team:UChicago/Description
UChicago,North America,United States,Manufacturing,Accepted,2014,https://2014.igem.org/Team:UChicago/Description
UChicago,North America,United States,New Application,Accepted,2015,https://2015.igem.org/Team:UChicago/Description
UChicago,North America,United States,New Application,Accepted,2016,https://2016.igem.org/Team:UChicago/Description
UChicago,North America,United States,New Application,Accepted,2017,https://2017.igem.org/Team:UChicago/Description
UChicago,North America,United States,New Application,Accepted,2018,https://2018.igem.org/Team:UChicago/Description
UChicago,North America,United States,Manufacturing,Accepted,2019,https://2019.igem.org/Team:UChicago/Description
UChile-OpenBio,Latin America,Chile,Environment,Accepted,2015,https://2015.igem.org/Team:UChile-OpenBio/Description
UChile_Biotec,Latin America,Chile,Environment,Accepted,2017,https://2017.igem.org/Team:UChile_Biotec/Description
UChile_Biotec,Latin America,Chile,Environment,Accepted,2018,https://2018.igem.org/Team:UChile_Biotec/Description
UChile_OpenBio-CeBiB,Latin America,Chile,Environment,Accepted,2017,https://2017.igem.org/Team:UChile_OpenBio-CeBiB/Description
UCL,Europe,United Kingdom,Health & Medicine,Accepted,2013,https://2013.igem.org/Team:UCL/Description
UCL,Europe,United Kingdom,Environment,Accepted,2014,https://2014.igem.org/Team:UCL/Description
UCL,Europe,United Kingdom,Health & Medicine,Accepted,2015,https://2015.igem.org/Team:UCL/Description
UCL,Europe,United Kingdom,Therapeutics,Accepted,2016,https://2016.igem.org/Team:UCL/Description
UCL,Europe,United States,Foundational Advance,Accepted,2017,https://2017.igem.org/Team:UCL/Description
UCL,Europe,United Kingdom,Manufacturing,Accepted,2018,https://2018.igem.org/Team:UCL/Description
UCL,Europe,United Kingdom,Therapeutics,Accepted,2019,https://2019.igem.org/Team:UCL/Description
UCLA,North America,United States,Foundational Advance,Accepted,2013,https://2013.igem.org/Team:UCLA/Description
UCLA,North America,United States,Manufacturing,Accepted,2014,https://2014.igem.org/Team:UCLA/Description
UCLA,North America,United States,Manufacturing,Accepted,2015,https://2015.igem.org/Team:UCLA/Description
UCLA,North America,United States,Therapeutics,Accepted,2016,https://2016.igem.org/Team:UCLA/Description
UCLondon,Europe,United Kingdom,,Accepted,2012,https://2012.igem.org/Team:UCLondon/Description
UCLouvain,Europe,Belgium,Manufacturing,Accepted,2016,https://2016.igem.org/Team:UCLouvain/Description
UCLouvain,Europe,Belgium,New Application,Accepted,2017,https://2017.igem.org/Team:UCLouvain/Description
UCLouvain,Europe,United States,Therapeutics,Accepted,2018,https://2018.igem.org/Team:UCLouvain/Description
UCL_Academy,Europe,United Kingdom,Environment(P),Accepted,2013,https://2013.igem.org/Team:UCL_Academy/Description
UCL_Academy,Europe,United States,Environment(P),Accepted,2014,https://2014.igem.org/Team:UCL_Academy/Description
UCL_E,Europe,United Kingdom,Entrepreneurship,Accepted,2013,https://2013.igem.org/Team:UCL_E/Description
UCL_London,Europe,United States,Foundational Advance,Accepted,2009,https://2009.igem.org/Team:UCL_London/Description
UCL_London,Europe,United Kingdom,Manufacturing,Accepted,2010,https://2010.igem.org/Team:UCL_London/Description
UCL_London,Europe,United Kingdom,Manufacturing,Accepted,2011,https://2011.igem.org/Team:UCL_London/Description
UCL_PG,Europe,United Kingdom,Foundational Advance,Accepted,2013,https://2013.igem.org/Team:UCL_PG/Description
UConn,North America,United States,Health & Medicine,Accepted,2012,https://2012.igem.org/Team:UConn/Description
UConn,North America,United States,Environment,Accepted,2016,https://2016.igem.org/Team:UConn/Description
UConn,North America,United States,Energy,Accepted,2017,https://2017.igem.org/Team:UConn/Description
UConn,North America,United States,Manufacturing,Accepted,2018,https://2018.igem.org/Team:UConn/Description
UCopenhagen,Europe,Denmark,Foundational Advance,Accepted,2017,https://2017.igem.org/Team:UCopenhagen/Description
UCopenhagen,Europe,Denmark,New Application,Accepted,2018,https://2018.igem.org/Team:UCopenhagen/Description
UCopenhagen,Europe,Denmark,Diagnostics,Accepted,2019,https://2019.igem.org/Team:UCopenhagen/Description
UCSC,North America,United States,Energy,Accepted,2014,https://2014.igem.org/Team:UCSC/Description
UCSC,North America,United States,Energy,Accepted,2015,https://2015.igem.org/Team:UCSC/Description
UCSC,North America,United States,Food & Nutrition,Accepted,2016,https://2016.igem.org/Team:UCSC/Description
UCSC,North America,United States,Manufacturing,Accepted,2017,https://2017.igem.org/Team:UCSC/Description
UCSC,North America,United States,Manufacturing,Accepted,2018,https://2018.igem.org/Team:UCSC/Description
UCSC,North America,United States,Manufacturing,Accepted,2019,https://2019.igem.org/Team:UCSC/Description
UCSD_Software,North America,United States,Software,Accepted,2014,https://2014.igem.org/Team:UCSD_Software/Description
UCSF,North America,Usa,Information Processing,Accepted,2007,https://2007.igem.org/Team:UCSF/Description
UCSF,North America,United States,,Accepted,2008,https://2008.igem.org/Team:UCSF/Description
UCSF,North America,United States,Health/Medicine,Accepted,2009,https://2009.igem.org/Team:UCSF/Description
UCSF,North America,United States,Health & Medicine,Accepted,2010,https://2010.igem.org/Team:UCSF/Description
UCSF,North America,,,Accepted,2006,https://2006.igem.org/Team:UCSF/Description
UCSF,North America,,,Accepted,2005,https://2005.igem.org/Team:UCSF/Description
UCSF,North America,United States,Health & Medicine,Accepted,2011,https://2011.igem.org/Team:UCSF/Description
UCSF,North America,United States,Foundational Advance,Accepted,2012,https://2012.igem.org/Team:UCSF/Description
UCSF,North America,United States,Foundational Advance,Accepted,2013,https://2013.igem.org/Team:UCSF/Description
UCSF,North America,United States,Information Processing,Accepted,2015,https://2015.igem.org/Team:UCSF/Description
UCSF_UCB,North America,United States,Information Processing,Accepted,2014,https://2014.igem.org/Team:UCSF_UCB/Description
UC_Berkeley,North America,United States,,Accepted,2008,https://2008.igem.org/Team:UC_Berkeley/Description
UC_Berkeley_Tools,North America,United States,,Accepted,2008,https://2008.igem.org/Team:UC_Berkeley_Tools/Description
UC_Chile,Latin America,Chile,New Application,Accepted,2012,https://2012.igem.org/Team:UC_Chile/Description
UC_Chile,Latin America,Chile,Manufacturing,Accepted,2013,https://2013.igem.org/Team:UC_Chile/Description
UC_Davis,North America,United States,New Application,Accepted,2009,https://2009.igem.org/Team:UC_Davis/Description
UC_Davis,North America,United States,Manufacturing,Accepted,2010,https://2010.igem.org/Team:UC_Davis/Description
UC_Davis,North America,United States,Foundational Advance,Accepted,2011,https://2011.igem.org/Team:UC_Davis/Description
UC_Davis,North America,United States,Environment,Accepted,2012,https://2012.igem.org/Team:UC_Davis/Description
UC_Davis,North America,United States,Foundational Advance,Accepted,2013,https://2013.igem.org/Team:UC_Davis/Description
UC_Davis,North America,United States,Food & Nutrition,Accepted,2014,https://2014.igem.org/Team:UC_Davis/Description
UC_Davis,North America,United States,Environment,Accepted,2015,https://2015.igem.org/Team:UC_Davis/Description
UC_Davis,North America,United States,Food & Nutrition,Accepted,2016,https://2016.igem.org/Team:UC_Davis/Description
UC_Davis,North America,United States,Environment,Accepted,2018,https://2018.igem.org/Team:UC_Davis/Description
UC_Davis,North America,United States,Foundational Advance,Accepted,2019,https://2019.igem.org/Team:UC_Davis/Description
UC_Davis_E,North America,United States,,Accepted,2012,https://2012.igem.org/Team:UC_Davis_E/Description
UC_Santa_Barbara,North America,United States,New Application,Accepted,2014,https://2014.igem.org/Team:UC_Santa_Barbara/Description
UC_San_Diego,North America,United States,Measurement,Accepted,2015,https://2015.igem.org/Team:UC_San_Diego/Description
UC_San_Diego,North America,United States,New Application,Accepted,2017,https://2017.igem.org/Team:UC_San_Diego/Description
UC_San_Diego,North America,United States,Diagnostics,Accepted,2018,https://2018.igem.org/Team:UC_San_Diego/Description
UC_San_Diego,North America,United States,Diagnostics,Accepted,2019,https://2019.igem.org/Team:UC_San_Diego/Description
UEA-JIC_Norwich,Europe,United Kingdom,New Application,Accepted,2011,https://2011.igem.org/Team:UEA-JIC_Norwich/Description
UESTC,Asia,China,Software Tools,Accepted,2013,https://2013.igem.org/Team:UESTC/Description
UESTC-China,Asia,China,Environment,Accepted,2014,https://2014.igem.org/Team:UESTC-China/Description
UESTC-China,Asia,China,Energy,Accepted,2016,https://2016.igem.org/Team:UESTC-China/Description
UESTC-China,Asia,China,Environment,Accepted,2017,https://2017.igem.org/Team:UESTC-China/Description
UESTC-China,Asia,China,Energy,Accepted,2018,https://2018.igem.org/Team:UESTC-China/Description
UESTC-China,Asia,China,Environment,Accepted,2019,https://2019.igem.org/Team:UESTC-China/Description
UESTC-Software,Asia,China,Software,Accepted,2014,https://2014.igem.org/Team:UESTC-Software/Description
UESTC-software,Asia,China,Software,Accepted,2016,https://2016.igem.org/Team:UESTC-software/Description
UESTC-Software,Asia,China,Software,Accepted,2018,https://2018.igem.org/Team:UESTC-Software/Description
UESTC-Software,Asia,China,Software,Accepted,2019,https://2019.igem.org/Team:UESTC-Software/Description
UESTC_Life,Asia,China,Environment,Accepted,2013,https://2013.igem.org/Team:UESTC_Life/Description
UESTC_Software,Asia,China,Software,Accepted,2015,https://2015.igem.org/Team:UESTC_Software/Description
UFAM-UEA_Brazil,Latin America,Brazil,Environment,Accepted,2016,https://2016.igem.org/Team:UFAM-UEA_Brazil/Description
UFAM_Brazil,Latin America,Brazil,Environment,Accepted,2014,https://2014.igem.org/Team:UFAM_Brazil/Description
UFlorida,North America,United States,Environment,Accepted,2017,https://2017.igem.org/Team:UFlorida/Description
UFlorida,North America,United States,Food & Nutrition,Accepted,2018,https://2018.igem.org/Team:UFlorida/Description
UFMG_Brazil,Latin America,Brazil,Health & Medicine,Accepted,2013,https://2013.igem.org/Team:UFMG_Brazil/Description
UFMG_Brazil,Latin America,Brazil,Health & Medicine,Accepted,2014,https://2014.igem.org/Team:UFMG_Brazil/Description
UFMG_Brazil,Latin America,Brazil,Health & Medicine,Accepted,2015,https://2015.igem.org/Team:UFMG_Brazil/Description
UFRGS_Brazil,Latin America,Brazil,Environment,Accepted,2019,https://2019.igem.org/Team:UFRGS_Brazil/Description
UFSCar-Brasil,Latin America,Brazil,Manufacturing,Accepted,2015,https://2015.igem.org/Team:UFSCar-Brasil/Description
UGA,North America,United States,Food & Nutrition,Accepted,2018,https://2018.igem.org/Team:UGA/Description
UGA,North America,United States,Food & Nutrition,Accepted,2019,https://2019.igem.org/Team:UGA/Description
UGA-Georgia,North America,United States,Foundational Advance,Accepted,2012,https://2012.igem.org/Team:UGA-Georgia/Description
UGA-Georgia,North America,United States,Food & Energy,Accepted,2013,https://2013.igem.org/Team:UGA-Georgia/Description
UGA-Georgia,North America,United States,New Application,Accepted,2014,https://2014.igem.org/Team:UGA-Georgia/Description
UGA-Georgia,North America,United States,Measurement,Accepted,2015,https://2015.igem.org/Team:UGA-Georgia/Description
UGA-Georgia,North America,United States,Measurement,Accepted,2016,https://2016.igem.org/Team:UGA-Georgia/Description
UGA-Georgia,North America,United States,Food & Nutrition,Accepted,2017,https://2017.igem.org/Team:UGA-Georgia/Description
UGent,Europe,Belgium,Foundational Advance,Accepted,2013,https://2013.igem.org/Team:UGent/Description
UGent_Belgium,Europe,Belgium,Environment,Accepted,2016,https://2016.igem.org/Team:UGent_Belgium/Description
UI-Indonesia,Asia,Indonesia,Health & Medicine,Accepted,2013,https://2013.igem.org/Team:UI-Indonesia/Description
UI-Indonesia,Asia,Indonesia,Health & Medicine,Accepted,2014,https://2014.igem.org/Team:UI-Indonesia/Description
UI-Indonesia,Asia,Indonesia,Therapeutics,Accepted,2016,https://2016.igem.org/Team:UI-Indonesia/Description
UiOslo_Norway,Europe,Norway,New Application,Accepted,2014,https://2014.igem.org/Team:UiOslo_Norway/Description
UiOslo_Norway,Europe,Norway,Environment,Accepted,2015,https://2015.igem.org/Team:UiOslo_Norway/Description
UiOslo_Norway,Europe,Norway,Diagnostics,Accepted,2016,https://2016.igem.org/Team:UiOslo_Norway/Description
UiOslo_Norway,Europe,Norway,New Application,Accepted,2017,https://2017.igem.org/Team:UiOslo_Norway/Description
UiOslo_Norway,Europe,Norway,Diagnostics,Accepted,2018,https://2018.igem.org/Team:UiOslo_Norway/Description
UiOslo_Norway,Europe,Norway,Energy,Accepted,2019,https://2019.igem.org/Team:UiOslo_Norway/Description
UIOWA,North America,United States,Manufacturing,Accepted,2017,https://2017.igem.org/Team:UIOWA/Description
UIOWA,North America,United States,Manufacturing,Accepted,2018,https://2018.igem.org/Team:UIOWA/Description
UISGZ_MaLab_China,Asia,China,,Accepted,2012,https://2012.igem.org/Team:UISGZ_MaLab_China/Description
UIUC-Illinois,North America,United States,Information Processing,Accepted,2010,https://2010.igem.org/Team:UIUC-Illinois/Description
UIUC-Illinois,North America,United States,New Application,Accepted,2011,https://2011.igem.org/Team:UIUC-Illinois/Description
UIUC-Illinois,North America,United States,Foundational Advance,Accepted,2012,https://2012.igem.org/Team:UIUC-Illinois/Description
UIUC-Illinois-Software,North America,United States,Software Tools,Accepted,2010,https://2010.igem.org/Team:UIUC-Illinois-Software/Description
UIUC_Entrepreneurs,North America,United States,Entrepreneurship,Accepted,2013,https://2013.igem.org/Team:UIUC_Entrepreneurs/Description
UIUC_Illinois,North America,United States,Health & Medicine,Accepted,2013,https://2013.igem.org/Team:UIUC_Illinois/Description
UIUC_Illinois,North America,United States,,Accepted,2012,https://2012.igem.org/Team:UIUC_Illinois/Description
UIUC_Illinois,North America,United States,Food & Nutrition,Accepted,2014,https://2014.igem.org/Team:UIUC_Illinois/Description
UIUC_Illinois,North America,United States,Information Processing,Accepted,2015,https://2015.igem.org/Team:UIUC_Illinois/Description
UIUC_Illinois,North America,United States,Foundational Advance,Accepted,2016,https://2016.igem.org/Team:UIUC_Illinois/Description
UIUC_Illinois,North America,United States,Manufacturing,Accepted,2017,https://2017.igem.org/Team:UIUC_Illinois/Description
UIUC_Illinois,North America,United States,Energy,Accepted,2018,https://2018.igem.org/Team:UIUC_Illinois/Description
UIUC_Illinois,North America,United States,Environment,Accepted,2019,https://2019.igem.org/Team:UIUC_Illinois/Description
UI_Indonesia,Asia,Indonesia,Health & Medicine,Accepted,2015,https://2015.igem.org/Team:UI_Indonesia/Description
UI_Indonesia,Asia,Indonesia,Diagnostics,Accepted,2018,https://2018.igem.org/Team:UI_Indonesia/Description
UI_Indonesia,Asia,Indonesia,Diagnostics,Accepted,2019,https://2019.igem.org/Team:UI_Indonesia/Description
ULaval,North America,Canada,Manufacturing,Accepted,2018,https://2018.igem.org/Team:ULaval/Description
ULaval,North America,Canada,New Application,Accepted,2019,https://2019.igem.org/Team:ULaval/Description
ULaVerne_Collab,North America,United States,Environment,Accepted,2017,https://2017.igem.org/Team:ULaVerne_Collab/Description
ULaVerne_Collab,North America,United States,Environment,Accepted,2018,https://2018.igem.org/Team:ULaVerne_Collab/Description
ULaVerne_Collab,North America,United States,Therapeutics,Accepted,2019,https://2019.igem.org/Team:ULaVerne_Collab/Description
ULB-Brussels,Europe,Belgium,Manufacturing,Accepted,2009,https://2009.igem.org/Team:ULB-Brussels/Description
ULB-Brussels,Europe,Belgium,Food & Energy,Accepted,2010,https://2010.igem.org/Team:ULB-Brussels/Description
ULB-Brussels,Europe,Belgium,Foundational Advance,Accepted,2011,https://2011.igem.org/Team:ULB-Brussels/Description
ULB-Brussels,Europe,Belgium,New Application,Accepted,2012,https://2012.igem.org/Team:ULB-Brussels/Description
ULB-Brussels,Europe,Belgium,Manufacturing,Accepted,2014,https://2014.igem.org/Team:ULB-Brussels/Description
ULV-LC-CV,North America,United States,Energy,Accepted,2016,https://2016.igem.org/Team:ULV-LC-CV/Description
UMaryland,North America,United States,Environment,Accepted,2014,https://2014.igem.org/Team:UMaryland/Description
UMaryland,North America,United States,New Application,Accepted,2015,https://2015.igem.org/Team:UMaryland/Description
UMaryland,North America,United States,Environment,Accepted,2016,https://2016.igem.org/Team:UMaryland/Description
UMaryland,North America,United States,Environment,Accepted,2017,https://2017.igem.org/Team:UMaryland/Description
UMaryland,North America,United States,Environment,Accepted,2018,https://2018.igem.org/Team:UMaryland/Description
UMass-Dartmouth,North America,United States,Health & Medicine,Accepted,2015,https://2015.igem.org/Team:UMass-Dartmouth/Description
UMass-Dartmouth,North America,United States,Foundational Advance,Accepted,2016,https://2016.igem.org/Team:UMass-Dartmouth/Description
UMass_Dartmouth,North America,United States,Foundational Advance,Accepted,2018,https://2018.igem.org/Team:UMass_Dartmouth/Description
UMayor-Chile,Latin America,Chile,Health & Medicine,Accepted,2014,https://2014.igem.org/Team:UMayor-Chile/Description
UMBC-Maryland,North America,United States,Environment,Accepted,2015,https://2015.igem.org/Team:UMBC-Maryland/Description
UM_Macau,Asia,Macao,Environment,Accepted,2019,https://2019.igem.org/Team:UM_Macau/Description
UNAM-CU,Latin America,Mexico,Health & Medicine,Accepted,2015,https://2015.igem.org/Team:UNAM-CU/Description
UNAM-Genomics_Mexico,Latin America,Mexico,Information Processing,Accepted,2010,https://2010.igem.org/Team:UNAM-Genomics_Mexico/Description
UNAM-Genomics_Mexico,Latin America,Mexico,Food & Energy,Accepted,2011,https://2011.igem.org/Team:UNAM-Genomics_Mexico/Description
UNAM_Genomics_Mexico,Latin America,Mexico,Information Processing,Accepted,2012,https://2012.igem.org/Team:UNAM_Genomics_Mexico/Description
UNA_Honduras,Latin America,Honduras,Health & Medicine,Accepted,2015,https://2015.igem.org/Team:UNA_Honduras/Description
UNBC-Canada,North America,Canada,Therapeutics,Accepted,2017,https://2017.igem.org/Team:UNBC-Canada/Description
UNC-Asheville,North America,United States,Environment,Accepted,2017,https://2017.igem.org/Team:UNC-Asheville/Description
UNC-Chapel_Hill,North America,United States,Foundational Advance,Accepted,2015,https://2015.igem.org/Team:UNC-Chapel_Hill/Description
UNebraska-Lincoln,North America,United States,Environment,Accepted,2016,https://2016.igem.org/Team:UNebraska-Lincoln/Description
UNebraska-Lincoln,North America,United States,Environment,Accepted,2017,https://2017.igem.org/Team:UNebraska-Lincoln/Description
UNebraska-Lincoln,North America,United States,Environment,Accepted,2018,https://2018.igem.org/Team:UNebraska-Lincoln/Description
UNebraska-Lincoln,North America,United States,Therapeutics,Accepted,2019,https://2019.igem.org/Team:UNebraska-Lincoln/Description
Unesp_Brazil,Latin America,Brazil,Therapeutics,Accepted,2018,https://2018.igem.org/Team:Unesp_Brazil/Description
Uniandes_Colombia,Latin America,Colombia,Information Processing,Accepted,2015,https://2015.igem.org/Team:Uniandes_Colombia/Description
UNICAMP-Brazil,Latin America,Brazil,Food/Energy,Accepted,2009,https://2009.igem.org/Team:UNICAMP-Brazil/Description
UNICAMP-EMSE_Brazil,Latin America,Brazil,Health & Medicine,Accepted,2011,https://2011.igem.org/Team:UNICAMP-EMSE_Brazil/Description
UNIFI,Europe,Italy,Art & Design,Accepted,2017,https://2017.igem.org/Team:UNIFI/Description
UniGE-Geneva,Europe,Switzerland,New Application,Accepted,2019,https://2019.igem.org/Team:UniGE-Geneva/Description
UNIK_Copenhagen,Europe,Denmark,New Application,Accepted,2013,https://2013.igem.org/Team:UNIK_Copenhagen/Description
UNIK_Copenhagen,Europe,Denmark,New Application,Accepted,2014,https://2014.igem.org/Team:UNIK_Copenhagen/Description
UNIK_Copenhagen,Europe,Denmark,Environment,Accepted,2015,https://2015.igem.org/Team:UNIK_Copenhagen/Description
UNIK_Copenhagen,Europe,Denmark,New Application,Accepted,2016,https://2016.igem.org/Team:UNIK_Copenhagen/Description
Unimelb,Asia,Australia,Foundational Advance,Accepted,2019,https://2019.igem.org/Team:Unimelb/Description
UNIPV-Pavia,Europe,Italy,,Accepted,2008,https://2008.igem.org/Team:UNIPV-Pavia/Description
UNIPV-Pavia,Europe,Italy,Food/Energy,Accepted,2009,https://2009.igem.org/Team:UNIPV-Pavia/Description
UNIPV-Pavia,Europe,Italy,Manufacturing,Accepted,2010,https://2010.igem.org/Team:UNIPV-Pavia/Description
UNIPV-Pavia,Europe,Italy,Information Processing,Accepted,2011,https://2011.igem.org/Team:UNIPV-Pavia/Description
UniSalento_Lecce,Europe,Italy,Environment,Accepted,2013,https://2013.igem.org/Team:UniSalento_Lecce/Description
UNIST_Korea,Asia,"Korea, Republic Of",Environment,Accepted,2011,https://2011.igem.org/Team:UNIST_Korea/Description
UNITN-Trento,Europe,Italy,New Application,Accepted,2012,https://2012.igem.org/Team:UNITN-Trento/Description
UNITN-Trento,Europe,Italy,Food & Energy,Accepted,2013,https://2013.igem.org/Team:UNITN-Trento/Description
UNITN-Trento,Europe,Italy,Energy,Accepted,2015,https://2015.igem.org/Team:UNITN-Trento/Description
UNITS_Trieste,Europe,Italy,New Application,Accepted,2011,https://2011.igem.org/Team:UNITS_Trieste/Description
University_College_London,Europe,United Kingdom,Environment,Accepted,2012,https://2012.igem.org/Team:University_College_London/Description
University_of_Alberta,North America,Canada,,Accepted,2008,https://2008.igem.org/Team:University_of_Alberta/Description
University_of_Chicago,North America,United States,,Accepted,2008,https://2008.igem.org/Team:University_of_Chicago/Description
University_of_Lethbridge,North America,Canada,,Accepted,2008,https://2008.igem.org/Team:University_of_Lethbridge/Description
University_of_Ottawa,North America,Canada,,Accepted,2008,https://2008.igem.org/Team:University_of_Ottawa/Description
University_of_Sheffield,Europe,United Kingdom,,Accepted,2008,https://2008.igem.org/Team:University_of_Sheffield/Description
University_of_Washington,North America,United States,,Accepted,2008,https://2008.igem.org/Team:University_of_Washington/Description
UNOTT,Europe,United Kingdom,New Application,Accepted,2017,https://2017.igem.org/Team:UNOTT/Description
UNSW_Australia,Asia,Australia,Foundational Advance,Accepted,2016,https://2016.igem.org/Team:UNSW_Australia/Description
UNSW_Australia,Asia,Australia,Foundational Advance,Accepted,2018,https://2018.igem.org/Team:UNSW_Australia/Description
UNSW_Australia,Asia,Australia,Manufacturing,Accepted,2019,https://2019.igem.org/Team:UNSW_Australia/Description
UoA_NewZealand,Asia,New Zealand,Environment,Accepted,2016,https://2016.igem.org/Team:UoA_NewZealand/Description
UofC_Calgary,North America,Canada,Therapeutics,Accepted,2016,https://2016.igem.org/Team:UofC_Calgary/Description
UofGuelph,North America,Canada,Food & Nutrition,Accepted,2018,https://2018.igem.org/Team:UofGuelph/Description
uOttawa,North America,Canada,Health/Medicine,Accepted,2009,https://2009.igem.org/Team:uOttawa/Description
uOttawa,North America,Canada,Foundational Advance,Accepted,2010,https://2010.igem.org/Team:uOttawa/Description
uOttawa,North America,Canada,Foundational Advance,Accepted,2011,https://2011.igem.org/Team:uOttawa/Description
uOttawa,North America,Canada,New Application,Accepted,2013,https://2013.igem.org/Team:uOttawa/Description
uOttawa,North America,Canada,Measurement,Accepted,2014,https://2014.igem.org/Team:uOttawa/Description
uOttawa,North America,Canada,Health & Medicine,Accepted,2015,https://2015.igem.org/Team:uOttawa/Description
uOttawa,North America,Canada,Foundational Advance,Accepted,2017,https://2017.igem.org/Team:uOttawa/Description
uOttawa,North America,Canada,Foundational Advance,Accepted,2019,https://2019.igem.org/Team:uOttawa/Description
uOttawa_CA,North America,Canada,Foundational Advance,Accepted,2012,https://2012.igem.org/Team:uOttawa_CA/Description
UPF-CRG_Barcelona,Europe,Spain,Therapeutics,Accepted,2016,https://2016.igem.org/Team:UPF-CRG_Barcelona/Description
UPF_CRG_Barcelona,Europe,Spain,Therapeutics,Accepted,2018,https://2018.igem.org/Team:UPF_CRG_Barcelona/Description
UPMC-Paris,Europe,France,Environment,Accepted,2016,https://2016.igem.org/Team:UPMC-Paris/Description
UPMC_PARIS,Europe,France,Manufacturing,Accepted,2017,https://2017.igem.org/Team:UPMC_PARIS/Description
UPNAvarra_Spain,Europe,Spain,Environment,Accepted,2019,https://2019.igem.org/Team:UPNAvarra_Spain/Description
UPO-Sevilla,Europe,Spain,New Application,Accepted,2010,https://2010.igem.org/Team:UPO-Sevilla/Description
UPO-Sevilla,Europe,Spain,New Application,Accepted,2011,https://2011.igem.org/Team:UPO-Sevilla/Description
UPO-Sevilla,Europe,Spain,Environment,Accepted,2016,https://2016.igem.org/Team:UPO-Sevilla/Description
Uppsala,Europe,Sweden,Food & Energy,Accepted,2013,https://2013.igem.org/Team:Uppsala/Description
Uppsala,Europe,Sweden,Health & Medicine,Accepted,2014,https://2014.igem.org/Team:Uppsala/Description
Uppsala,Europe,Sweden,Environment,Accepted,2015,https://2015.igem.org/Team:Uppsala/Description
Uppsala,Europe,Sweden,Hardware,Accepted,2016,https://2016.igem.org/Team:Uppsala/Description
Uppsala,Europe,Sweden,Manufacturing,Accepted,2017,https://2017.igem.org/Team:Uppsala/Description
Uppsala,Europe,Sweden,New Application,Accepted,2018,https://2018.igem.org/Team:Uppsala/Description
Uppsala-Sweden,Europe,Sweden,Food/Energy,Accepted,2009,https://2009.igem.org/Team:Uppsala-Sweden/Description
Uppsala-Sweden,Europe,Sweden,Health & Medicine,Accepted,2010,https://2010.igem.org/Team:Uppsala-Sweden/Description
Uppsala-Sweden,Europe,Sweden,New Application,Accepted,2011,https://2011.igem.org/Team:Uppsala-Sweden/Description
Uppsala_Universitet,Europe,Sweden,Manufacturing,Accepted,2019,https://2019.igem.org/Team:Uppsala_Universitet/Description
Uppsala_University,Europe,Sweden,Health & Medicine,Accepted,2012,https://2012.igem.org/Team:Uppsala_University/Description
UPRM,Latin America,Puerto Rico,Open,Accepted,2019,https://2019.igem.org/Team:UPRM/Description
UQ-Australia,Asia,Australia,Environment,Accepted,2009,https://2009.igem.org/Team:UQ-Australia/Description
UQ-Australia,Asia,Australia,Foundational Advance,Accepted,2011,https://2011.igem.org/Team:UQ-Australia/Description
UrbanTundra_Edmonton,North America,Canada,High School,Accepted,2016,https://2016.igem.org/Team:UrbanTundra_Edmonton/Description
UrbanTundra_Edmonton,North America,Canada,High School,Accepted,2017,https://2017.igem.org/Team:UrbanTundra_Edmonton/Description
USAFA,North America,United States,Therapeutics,Accepted,2018,https://2018.igem.org/Team:USAFA/Description
USAFA,North America,United States,Environment,Accepted,2019,https://2019.igem.org/Team:USAFA/Description
USC,North America,United States,Foundational Advance,Accepted,2011,https://2011.igem.org/Team:USC/Description
USC,North America,United States,New Application,Accepted,2012,https://2012.igem.org/Team:USC/Description
USMA-West_Point,North America,United States,Diagnostics,Accepted,2017,https://2017.igem.org/Team:USMA-West_Point/Description
USMA-West_Point,North America,United States,Manufacturing,Accepted,2018,https://2018.igem.org/Team:USMA-West_Point/Description
USNA-Annapolis,North America,United States,Diagnostics,Accepted,2016,https://2016.igem.org/Team:USNA-Annapolis/Description
USNA_Annapolis,North America,United States,Therapeutics,Accepted,2017,https://2017.igem.org/Team:USNA_Annapolis/Description
USP-Brazil,Latin America,Brazil,Manufacturing,Accepted,2013,https://2013.igem.org/Team:USP-Brazil/Description
USP-Brazil,Latin America,Brazil,New Application,Accepted,2017,https://2017.igem.org/Team:USP-Brazil/Description
USP-Brazil,Latin America,Brazil,Foundational Advance,Accepted,2018,https://2018.igem.org/Team:USP-Brazil/Description
USP-Brazil,Latin America,Brazil,Foundational Advance,Accepted,2019,https://2019.igem.org/Team:USP-Brazil/Description
USP-EEL-Brazil,Latin America,Brazil,Energy,Accepted,2016,https://2016.igem.org/Team:USP-EEL-Brazil/Description
USP-EEL-Brazil,Latin America,Brazil,Environment,Accepted,2018,https://2018.igem.org/Team:USP-EEL-Brazil/Description
